name,id,properties
 ,4353,"{'facing': 'east', 'half': 'top', 'open': 'true', 'powered': 'false', 'waterlogged': 'true'}"
 ,4354,"{'facing': 'east', 'half': 'top', 'open': 'true', 'powered': 'false', 'waterlogged': 'false'}"
 ,4355,"{'facing': 'east', 'half': 'top', 'open': 'false', 'powered': 'true', 'waterlogged': 'true'}"
 ,4356,"{'facing': 'east', 'half': 'top', 'open': 'false', 'powered': 'true', 'waterlogged': 'false'}"
 ,4357,"{'facing': 'east', 'half': 'top', 'open': 'false', 'powered': 'false', 'waterlogged': 'true'}"
 ,4358,"{'facing': 'east', 'half': 'top', 'open': 'false', 'powered': 'false', 'waterlogged': 'false'}"
 ,4359,"{'facing': 'east', 'half': 'bottom', 'open': 'true', 'powered': 'true', 'waterlogged': 'true'}"
 ,4360,"{'facing': 'east', 'half': 'bottom', 'open': 'true', 'powered': 'true', 'waterlogged': 'false'}"
 ,4361,"{'facing': 'east', 'half': 'bottom', 'open': 'true', 'powered': 'false', 'waterlogged': 'true'}"
 ,4362,"{'facing': 'east', 'half': 'bottom', 'open': 'true', 'powered': 'false', 'waterlogged': 'false'}"
 ,4363,"{'facing': 'east', 'half': 'bottom', 'open': 'false', 'powered': 'true', 'waterlogged': 'true'}"
 ,4364,"{'facing': 'east', 'half': 'bottom', 'open': 'false', 'powered': 'true', 'waterlogged': 'false'}"
 ,4365,"{'facing': 'east', 'half': 'bottom', 'open': 'false', 'powered': 'false', 'waterlogged': 'true'}"
 ,4366,"{'facing': 'east', 'half': 'bottom', 'open': 'false', 'powered': 'false', 'waterlogged': 'false'}"
minecraft:acacia_trapdoor,4367,"{'facing': 'north', 'half': 'top', 'open': 'true', 'powered': 'true', 'waterlogged': 'true'}"
 ,4368,"{'facing': 'north', 'half': 'top', 'open': 'true', 'powered': 'true', 'waterlogged': 'false'}"
 ,4369,"{'facing': 'north', 'half': 'top', 'open': 'true', 'powered': 'false', 'waterlogged': 'true'}"
 ,4370,"{'facing': 'north', 'half': 'top', 'open': 'true', 'powered': 'false', 'waterlogged': 'false'}"
 ,4371,"{'facing': 'north', 'half': 'top', 'open': 'false', 'powered': 'true', 'waterlogged': 'true'}"
 ,4372,"{'facing': 'north', 'half': 'top', 'open': 'false', 'powered': 'true', 'waterlogged': 'false'}"
 ,4373,"{'facing': 'north', 'half': 'top', 'open': 'false', 'powered': 'false', 'waterlogged': 'true'}"
 ,4374,"{'facing': 'north', 'half': 'top', 'open': 'false', 'powered': 'false', 'waterlogged': 'false'}"
 ,4375,"{'facing': 'north', 'half': 'bottom', 'open': 'true', 'powered': 'true', 'waterlogged': 'true'}"
 ,4376,"{'facing': 'north', 'half': 'bottom', 'open': 'true', 'powered': 'true', 'waterlogged': 'false'}"
 ,4377,"{'facing': 'north', 'half': 'bottom', 'open': 'true', 'powered': 'false', 'waterlogged': 'true'}"
 ,4378,"{'facing': 'north', 'half': 'bottom', 'open': 'true', 'powered': 'false', 'waterlogged': 'false'}"
 ,4379,"{'facing': 'north', 'half': 'bottom', 'open': 'false', 'powered': 'true', 'waterlogged': 'true'}"
 ,4380,"{'facing': 'north', 'half': 'bottom', 'open': 'false', 'powered': 'true', 'waterlogged': 'false'}"
 ,4381,"{'facing': 'north', 'half': 'bottom', 'open': 'false', 'powered': 'false', 'waterlogged': 'true'}"
 ,4382,"{'facing': 'north', 'half': 'bottom', 'open': 'false', 'powered': 'false', 'waterlogged': 'false'}"
 ,4383,"{'facing': 'south', 'half': 'top', 'open': 'true', 'powered': 'true', 'waterlogged': 'true'}"
 ,4384,"{'facing': 'south', 'half': 'top', 'open': 'true', 'powered': 'true', 'waterlogged': 'false'}"
 ,4385,"{'facing': 'south', 'half': 'top', 'open': 'true', 'powered': 'false', 'waterlogged': 'true'}"
 ,4386,"{'facing': 'south', 'half': 'top', 'open': 'true', 'powered': 'false', 'waterlogged': 'false'}"
 ,4387,"{'facing': 'south', 'half': 'top', 'open': 'false', 'powered': 'true', 'waterlogged': 'true'}"
 ,4388,"{'facing': 'south', 'half': 'top', 'open': 'false', 'powered': 'true', 'waterlogged': 'false'}"
 ,4389,"{'facing': 'south', 'half': 'top', 'open': 'false', 'powered': 'false', 'waterlogged': 'true'}"
 ,4390,"{'facing': 'south', 'half': 'top', 'open': 'false', 'powered': 'false', 'waterlogged': 'false'}"
 ,4391,"{'facing': 'south', 'half': 'bottom', 'open': 'true', 'powered': 'true', 'waterlogged': 'true'}"
 ,4392,"{'facing': 'south', 'half': 'bottom', 'open': 'true', 'powered': 'true', 'waterlogged': 'false'}"
 ,4393,"{'facing': 'south', 'half': 'bottom', 'open': 'true', 'powered': 'false', 'waterlogged': 'true'}"
 ,4394,"{'facing': 'south', 'half': 'bottom', 'open': 'true', 'powered': 'false', 'waterlogged': 'false'}"
 ,4395,"{'facing': 'south', 'half': 'bottom', 'open': 'false', 'powered': 'true', 'waterlogged': 'true'}"
 ,4396,"{'facing': 'south', 'half': 'bottom', 'open': 'false', 'powered': 'true', 'waterlogged': 'false'}"
 ,4397,"{'facing': 'south', 'half': 'bottom', 'open': 'false', 'powered': 'false', 'waterlogged': 'true'}"
 ,4398,"{'facing': 'south', 'half': 'bottom', 'open': 'false', 'powered': 'false', 'waterlogged': 'false'}"
 ,4399,"{'facing': 'west', 'half': 'top', 'open': 'true', 'powered': 'true', 'waterlogged': 'true'}"
 ,4400,"{'facing': 'west', 'half': 'top', 'open': 'true', 'powered': 'true', 'waterlogged': 'false'}"
 ,4401,"{'facing': 'west', 'half': 'top', 'open': 'true', 'powered': 'false', 'waterlogged': 'true'}"
 ,4402,"{'facing': 'west', 'half': 'top', 'open': 'true', 'powered': 'false', 'waterlogged': 'false'}"
 ,4403,"{'facing': 'west', 'half': 'top', 'open': 'false', 'powered': 'true', 'waterlogged': 'true'}"
 ,4404,"{'facing': 'west', 'half': 'top', 'open': 'false', 'powered': 'true', 'waterlogged': 'false'}"
 ,4405,"{'facing': 'west', 'half': 'top', 'open': 'false', 'powered': 'false', 'waterlogged': 'true'}"
 ,4406,"{'facing': 'west', 'half': 'top', 'open': 'false', 'powered': 'false', 'waterlogged': 'false'}"
 ,4407,"{'facing': 'west', 'half': 'bottom', 'open': 'true', 'powered': 'true', 'waterlogged': 'true'}"
 ,4408,"{'facing': 'west', 'half': 'bottom', 'open': 'true', 'powered': 'true', 'waterlogged': 'false'}"
 ,4409,"{'facing': 'west', 'half': 'bottom', 'open': 'true', 'powered': 'false', 'waterlogged': 'true'}"
 ,4410,"{'facing': 'west', 'half': 'bottom', 'open': 'true', 'powered': 'false', 'waterlogged': 'false'}"
 ,4411,"{'facing': 'west', 'half': 'bottom', 'open': 'false', 'powered': 'true', 'waterlogged': 'true'}"
 ,4412,"{'facing': 'west', 'half': 'bottom', 'open': 'false', 'powered': 'true', 'waterlogged': 'false'}"
 ,4413,"{'facing': 'west', 'half': 'bottom', 'open': 'false', 'powered': 'false', 'waterlogged': 'true'}"
 ,4414,"{'facing': 'west', 'half': 'bottom', 'open': 'false', 'powered': 'false', 'waterlogged': 'false'}"
 ,4415,"{'facing': 'east', 'half': 'top', 'open': 'true', 'powered': 'true', 'waterlogged': 'true'}"
 ,4416,"{'facing': 'east', 'half': 'top', 'open': 'true', 'powered': 'true', 'waterlogged': 'false'}"
 ,4417,"{'facing': 'east', 'half': 'top', 'open': 'true', 'powered': 'false', 'waterlogged': 'true'}"
 ,4418,"{'facing': 'east', 'half': 'top', 'open': 'true', 'powered': 'false', 'waterlogged': 'false'}"
 ,4419,"{'facing': 'east', 'half': 'top', 'open': 'false', 'powered': 'true', 'waterlogged': 'true'}"
 ,4420,"{'facing': 'east', 'half': 'top', 'open': 'false', 'powered': 'true', 'waterlogged': 'false'}"
 ,4421,"{'facing': 'east', 'half': 'top', 'open': 'false', 'powered': 'false', 'waterlogged': 'true'}"
 ,4422,"{'facing': 'east', 'half': 'top', 'open': 'false', 'powered': 'false', 'waterlogged': 'false'}"
 ,4423,"{'facing': 'east', 'half': 'bottom', 'open': 'true', 'powered': 'true', 'waterlogged': 'true'}"
 ,4424,"{'facing': 'east', 'half': 'bottom', 'open': 'true', 'powered': 'true', 'waterlogged': 'false'}"
 ,4425,"{'facing': 'east', 'half': 'bottom', 'open': 'true', 'powered': 'false', 'waterlogged': 'true'}"
 ,4426,"{'facing': 'east', 'half': 'bottom', 'open': 'true', 'powered': 'false', 'waterlogged': 'false'}"
 ,4427,"{'facing': 'east', 'half': 'bottom', 'open': 'false', 'powered': 'true', 'waterlogged': 'true'}"
 ,4428,"{'facing': 'east', 'half': 'bottom', 'open': 'false', 'powered': 'true', 'waterlogged': 'false'}"
 ,4429,"{'facing': 'east', 'half': 'bottom', 'open': 'false', 'powered': 'false', 'waterlogged': 'true'}"
 ,4430,"{'facing': 'east', 'half': 'bottom', 'open': 'false', 'powered': 'false', 'waterlogged': 'false'}"
minecraft:dark_oak_trapdoor,4431,"{'facing': 'north', 'half': 'top', 'open': 'true', 'powered': 'true', 'waterlogged': 'true'}"
 ,4432,"{'facing': 'north', 'half': 'top', 'open': 'true', 'powered': 'true', 'waterlogged': 'false'}"
 ,4433,"{'facing': 'north', 'half': 'top', 'open': 'true', 'powered': 'false', 'waterlogged': 'true'}"
 ,4434,"{'facing': 'north', 'half': 'top', 'open': 'true', 'powered': 'false', 'waterlogged': 'false'}"
 ,4435,"{'facing': 'north', 'half': 'top', 'open': 'false', 'powered': 'true', 'waterlogged': 'true'}"
 ,4436,"{'facing': 'north', 'half': 'top', 'open': 'false', 'powered': 'true', 'waterlogged': 'false'}"
 ,4437,"{'facing': 'north', 'half': 'top', 'open': 'false', 'powered': 'false', 'waterlogged': 'true'}"
 ,4438,"{'facing': 'north', 'half': 'top', 'open': 'false', 'powered': 'false', 'waterlogged': 'false'}"
 ,4439,"{'facing': 'north', 'half': 'bottom', 'open': 'true', 'powered': 'true', 'waterlogged': 'true'}"
 ,4440,"{'facing': 'north', 'half': 'bottom', 'open': 'true', 'powered': 'true', 'waterlogged': 'false'}"
 ,4441,"{'facing': 'north', 'half': 'bottom', 'open': 'true', 'powered': 'false', 'waterlogged': 'true'}"
 ,4442,"{'facing': 'north', 'half': 'bottom', 'open': 'true', 'powered': 'false', 'waterlogged': 'false'}"
 ,4443,"{'facing': 'north', 'half': 'bottom', 'open': 'false', 'powered': 'true', 'waterlogged': 'true'}"
 ,4444,"{'facing': 'north', 'half': 'bottom', 'open': 'false', 'powered': 'true', 'waterlogged': 'false'}"
 ,4445,"{'facing': 'north', 'half': 'bottom', 'open': 'false', 'powered': 'false', 'waterlogged': 'true'}"
 ,4446,"{'facing': 'north', 'half': 'bottom', 'open': 'false', 'powered': 'false', 'waterlogged': 'false'}"
 ,4447,"{'facing': 'south', 'half': 'top', 'open': 'true', 'powered': 'true', 'waterlogged': 'true'}"
 ,4448,"{'facing': 'south', 'half': 'top', 'open': 'true', 'powered': 'true', 'waterlogged': 'false'}"
 ,4449,"{'facing': 'south', 'half': 'top', 'open': 'true', 'powered': 'false', 'waterlogged': 'true'}"
 ,4450,"{'facing': 'south', 'half': 'top', 'open': 'true', 'powered': 'false', 'waterlogged': 'false'}"
 ,4451,"{'facing': 'south', 'half': 'top', 'open': 'false', 'powered': 'true', 'waterlogged': 'true'}"
 ,4452,"{'facing': 'south', 'half': 'top', 'open': 'false', 'powered': 'true', 'waterlogged': 'false'}"
 ,4453,"{'facing': 'south', 'half': 'top', 'open': 'false', 'powered': 'false', 'waterlogged': 'true'}"
 ,4454,"{'facing': 'south', 'half': 'top', 'open': 'false', 'powered': 'false', 'waterlogged': 'false'}"
 ,4455,"{'facing': 'south', 'half': 'bottom', 'open': 'true', 'powered': 'true', 'waterlogged': 'true'}"
 ,4456,"{'facing': 'south', 'half': 'bottom', 'open': 'true', 'powered': 'true', 'waterlogged': 'false'}"
 ,4457,"{'facing': 'south', 'half': 'bottom', 'open': 'true', 'powered': 'false', 'waterlogged': 'true'}"
 ,4458,"{'facing': 'south', 'half': 'bottom', 'open': 'true', 'powered': 'false', 'waterlogged': 'false'}"
 ,4459,"{'facing': 'south', 'half': 'bottom', 'open': 'false', 'powered': 'true', 'waterlogged': 'true'}"
 ,4460,"{'facing': 'south', 'half': 'bottom', 'open': 'false', 'powered': 'true', 'waterlogged': 'false'}"
 ,4461,"{'facing': 'south', 'half': 'bottom', 'open': 'false', 'powered': 'false', 'waterlogged': 'true'}"
 ,4462,"{'facing': 'south', 'half': 'bottom', 'open': 'false', 'powered': 'false', 'waterlogged': 'false'}"
 ,4463,"{'facing': 'west', 'half': 'top', 'open': 'true', 'powered': 'true', 'waterlogged': 'true'}"
 ,4464,"{'facing': 'west', 'half': 'top', 'open': 'true', 'powered': 'true', 'waterlogged': 'false'}"
 ,4465,"{'facing': 'west', 'half': 'top', 'open': 'true', 'powered': 'false', 'waterlogged': 'true'}"
 ,4466,"{'facing': 'west', 'half': 'top', 'open': 'true', 'powered': 'false', 'waterlogged': 'false'}"
 ,4467,"{'facing': 'west', 'half': 'top', 'open': 'false', 'powered': 'true', 'waterlogged': 'true'}"
 ,4468,"{'facing': 'west', 'half': 'top', 'open': 'false', 'powered': 'true', 'waterlogged': 'false'}"
 ,4469,"{'facing': 'west', 'half': 'top', 'open': 'false', 'powered': 'false', 'waterlogged': 'true'}"
 ,4470,"{'facing': 'west', 'half': 'top', 'open': 'false', 'powered': 'false', 'waterlogged': 'false'}"
 ,4471,"{'facing': 'west', 'half': 'bottom', 'open': 'true', 'powered': 'true', 'waterlogged': 'true'}"
 ,4472,"{'facing': 'west', 'half': 'bottom', 'open': 'true', 'powered': 'true', 'waterlogged': 'false'}"
 ,4473,"{'facing': 'west', 'half': 'bottom', 'open': 'true', 'powered': 'false', 'waterlogged': 'true'}"
 ,4474,"{'facing': 'west', 'half': 'bottom', 'open': 'true', 'powered': 'false', 'waterlogged': 'false'}"
 ,4475,"{'facing': 'west', 'half': 'bottom', 'open': 'false', 'powered': 'true', 'waterlogged': 'true'}"
 ,4476,"{'facing': 'west', 'half': 'bottom', 'open': 'false', 'powered': 'true', 'waterlogged': 'false'}"
 ,4477,"{'facing': 'west', 'half': 'bottom', 'open': 'false', 'powered': 'false', 'waterlogged': 'true'}"
 ,4478,"{'facing': 'west', 'half': 'bottom', 'open': 'false', 'powered': 'false', 'waterlogged': 'false'}"
 ,4479,"{'facing': 'east', 'half': 'top', 'open': 'true', 'powered': 'true', 'waterlogged': 'true'}"
 ,4480,"{'facing': 'east', 'half': 'top', 'open': 'true', 'powered': 'true', 'waterlogged': 'false'}"
 ,4481,"{'facing': 'east', 'half': 'top', 'open': 'true', 'powered': 'false', 'waterlogged': 'true'}"
 ,4482,"{'facing': 'east', 'half': 'top', 'open': 'true', 'powered': 'false', 'waterlogged': 'false'}"
 ,4483,"{'facing': 'east', 'half': 'top', 'open': 'false', 'powered': 'true', 'waterlogged': 'true'}"
 ,4484,"{'facing': 'east', 'half': 'top', 'open': 'false', 'powered': 'true', 'waterlogged': 'false'}"
 ,4485,"{'facing': 'east', 'half': 'top', 'open': 'false', 'powered': 'false', 'waterlogged': 'true'}"
 ,4486,"{'facing': 'east', 'half': 'top', 'open': 'false', 'powered': 'false', 'waterlogged': 'false'}"
 ,4487,"{'facing': 'east', 'half': 'bottom', 'open': 'true', 'powered': 'true', 'waterlogged': 'true'}"
 ,4488,"{'facing': 'east', 'half': 'bottom', 'open': 'true', 'powered': 'true', 'waterlogged': 'false'}"
 ,4489,"{'facing': 'east', 'half': 'bottom', 'open': 'true', 'powered': 'false', 'waterlogged': 'true'}"
 ,4490,"{'facing': 'east', 'half': 'bottom', 'open': 'true', 'powered': 'false', 'waterlogged': 'false'}"
 ,4491,"{'facing': 'east', 'half': 'bottom', 'open': 'false', 'powered': 'true', 'waterlogged': 'true'}"
 ,4492,"{'facing': 'east', 'half': 'bottom', 'open': 'false', 'powered': 'true', 'waterlogged': 'false'}"
 ,4493,"{'facing': 'east', 'half': 'bottom', 'open': 'false', 'powered': 'false', 'waterlogged': 'true'}"
 ,4494,"{'facing': 'east', 'half': 'bottom', 'open': 'false', 'powered': 'false', 'waterlogged': 'false'}"
minecraft:stone_bricks,4495, 
minecraft:mossy_stone_bricks,4496, 
minecraft:cracked_stone_bricks,4497, 
minecraft:chiseled_stone_bricks,4498, 
minecraft:infested_stone,4499, 
minecraft:infested_cobblestone,4500, 
minecraft:infested_stone_bricks,4501, 
minecraft:infested_mossy_stone_bricks,4502, 
minecraft:infested_cracked_stone_bricks,4503, 
minecraft:infested_chiseled_stone_bricks,4504, 
minecraft:brown_mushroom_block,4505,"{'down': 'true', 'east': 'true', 'north': 'true', 'south': 'true', 'up': 'true', 'west': 'true'}"
 ,4506,"{'down': 'true', 'east': 'true', 'north': 'true', 'south': 'true', 'up': 'true', 'west': 'false'}"
 ,4507,"{'down': 'true', 'east': 'true', 'north': 'true', 'south': 'true', 'up': 'false', 'west': 'true'}"
 ,4508,"{'down': 'true', 'east': 'true', 'north': 'true', 'south': 'true', 'up': 'false', 'west': 'false'}"
 ,4509,"{'down': 'true', 'east': 'true', 'north': 'true', 'south': 'false', 'up': 'true', 'west': 'true'}"
 ,4510,"{'down': 'true', 'east': 'true', 'north': 'true', 'south': 'false', 'up': 'true', 'west': 'false'}"
 ,4511,"{'down': 'true', 'east': 'true', 'north': 'true', 'south': 'false', 'up': 'false', 'west': 'true'}"
 ,4512,"{'down': 'true', 'east': 'true', 'north': 'true', 'south': 'false', 'up': 'false', 'west': 'false'}"
 ,4513,"{'down': 'true', 'east': 'true', 'north': 'false', 'south': 'true', 'up': 'true', 'west': 'true'}"
 ,4514,"{'down': 'true', 'east': 'true', 'north': 'false', 'south': 'true', 'up': 'true', 'west': 'false'}"
 ,4515,"{'down': 'true', 'east': 'true', 'north': 'false', 'south': 'true', 'up': 'false', 'west': 'true'}"
 ,4516,"{'down': 'true', 'east': 'true', 'north': 'false', 'south': 'true', 'up': 'false', 'west': 'false'}"
 ,4517,"{'down': 'true', 'east': 'true', 'north': 'false', 'south': 'false', 'up': 'true', 'west': 'true'}"
 ,4518,"{'down': 'true', 'east': 'true', 'north': 'false', 'south': 'false', 'up': 'true', 'west': 'false'}"
 ,4519,"{'down': 'true', 'east': 'true', 'north': 'false', 'south': 'false', 'up': 'false', 'west': 'true'}"
 ,4520,"{'down': 'true', 'east': 'true', 'north': 'false', 'south': 'false', 'up': 'false', 'west': 'false'}"
 ,4521,"{'down': 'true', 'east': 'false', 'north': 'true', 'south': 'true', 'up': 'true', 'west': 'true'}"
 ,4522,"{'down': 'true', 'east': 'false', 'north': 'true', 'south': 'true', 'up': 'true', 'west': 'false'}"
 ,4523,"{'down': 'true', 'east': 'false', 'north': 'true', 'south': 'true', 'up': 'false', 'west': 'true'}"
 ,4524,"{'down': 'true', 'east': 'false', 'north': 'true', 'south': 'true', 'up': 'false', 'west': 'false'}"
 ,4525,"{'down': 'true', 'east': 'false', 'north': 'true', 'south': 'false', 'up': 'true', 'west': 'true'}"
 ,4526,"{'down': 'true', 'east': 'false', 'north': 'true', 'south': 'false', 'up': 'true', 'west': 'false'}"
 ,4527,"{'down': 'true', 'east': 'false', 'north': 'true', 'south': 'false', 'up': 'false', 'west': 'true'}"
 ,4528,"{'down': 'true', 'east': 'false', 'north': 'true', 'south': 'false', 'up': 'false', 'west': 'false'}"
 ,4529,"{'down': 'true', 'east': 'false', 'north': 'false', 'south': 'true', 'up': 'true', 'west': 'true'}"
 ,4530,"{'down': 'true', 'east': 'false', 'north': 'false', 'south': 'true', 'up': 'true', 'west': 'false'}"
 ,4531,"{'down': 'true', 'east': 'false', 'north': 'false', 'south': 'true', 'up': 'false', 'west': 'true'}"
 ,4532,"{'down': 'true', 'east': 'false', 'north': 'false', 'south': 'true', 'up': 'false', 'west': 'false'}"
 ,4533,"{'down': 'true', 'east': 'false', 'north': 'false', 'south': 'false', 'up': 'true', 'west': 'true'}"
 ,4534,"{'down': 'true', 'east': 'false', 'north': 'false', 'south': 'false', 'up': 'true', 'west': 'false'}"
 ,4535,"{'down': 'true', 'east': 'false', 'north': 'false', 'south': 'false', 'up': 'false', 'west': 'true'}"
 ,4536,"{'down': 'true', 'east': 'false', 'north': 'false', 'south': 'false', 'up': 'false', 'west': 'false'}"
 ,4537,"{'down': 'false', 'east': 'true', 'north': 'true', 'south': 'true', 'up': 'true', 'west': 'true'}"
 ,4538,"{'down': 'false', 'east': 'true', 'north': 'true', 'south': 'true', 'up': 'true', 'west': 'false'}"
 ,4539,"{'down': 'false', 'east': 'true', 'north': 'true', 'south': 'true', 'up': 'false', 'west': 'true'}"
 ,4540,"{'down': 'false', 'east': 'true', 'north': 'true', 'south': 'true', 'up': 'false', 'west': 'false'}"
 ,4541,"{'down': 'false', 'east': 'true', 'north': 'true', 'south': 'false', 'up': 'true', 'west': 'true'}"
 ,4542,"{'down': 'false', 'east': 'true', 'north': 'true', 'south': 'false', 'up': 'true', 'west': 'false'}"
 ,4543,"{'down': 'false', 'east': 'true', 'north': 'true', 'south': 'false', 'up': 'false', 'west': 'true'}"
 ,4544,"{'down': 'false', 'east': 'true', 'north': 'true', 'south': 'false', 'up': 'false', 'west': 'false'}"
 ,4545,"{'down': 'false', 'east': 'true', 'north': 'false', 'south': 'true', 'up': 'true', 'west': 'true'}"
 ,4546,"{'down': 'false', 'east': 'true', 'north': 'false', 'south': 'true', 'up': 'true', 'west': 'false'}"
 ,4547,"{'down': 'false', 'east': 'true', 'north': 'false', 'south': 'true', 'up': 'false', 'west': 'true'}"
 ,4548,"{'down': 'false', 'east': 'true', 'north': 'false', 'south': 'true', 'up': 'false', 'west': 'false'}"
 ,4549,"{'down': 'false', 'east': 'true', 'north': 'false', 'south': 'false', 'up': 'true', 'west': 'true'}"
 ,4550,"{'down': 'false', 'east': 'true', 'north': 'false', 'south': 'false', 'up': 'true', 'west': 'false'}"
 ,4551,"{'down': 'false', 'east': 'true', 'north': 'false', 'south': 'false', 'up': 'false', 'west': 'true'}"
 ,4552,"{'down': 'false', 'east': 'true', 'north': 'false', 'south': 'false', 'up': 'false', 'west': 'false'}"
 ,4553,"{'down': 'false', 'east': 'false', 'north': 'true', 'south': 'true', 'up': 'true', 'west': 'true'}"
 ,4554,"{'down': 'false', 'east': 'false', 'north': 'true', 'south': 'true', 'up': 'true', 'west': 'false'}"
 ,4555,"{'down': 'false', 'east': 'false', 'north': 'true', 'south': 'true', 'up': 'false', 'west': 'true'}"
 ,4556,"{'down': 'false', 'east': 'false', 'north': 'true', 'south': 'true', 'up': 'false', 'west': 'false'}"
 ,4557,"{'down': 'false', 'east': 'false', 'north': 'true', 'south': 'false', 'up': 'true', 'west': 'true'}"
 ,4558,"{'down': 'false', 'east': 'false', 'north': 'true', 'south': 'false', 'up': 'true', 'west': 'false'}"
 ,4559,"{'down': 'false', 'east': 'false', 'north': 'true', 'south': 'false', 'up': 'false', 'west': 'true'}"
 ,4560,"{'down': 'false', 'east': 'false', 'north': 'true', 'south': 'false', 'up': 'false', 'west': 'false'}"
 ,4561,"{'down': 'false', 'east': 'false', 'north': 'false', 'south': 'true', 'up': 'true', 'west': 'true'}"
 ,4562,"{'down': 'false', 'east': 'false', 'north': 'false', 'south': 'true', 'up': 'true', 'west': 'false'}"
 ,4563,"{'down': 'false', 'east': 'false', 'north': 'false', 'south': 'true', 'up': 'false', 'west': 'true'}"
 ,4564,"{'down': 'false', 'east': 'false', 'north': 'false', 'south': 'true', 'up': 'false', 'west': 'false'}"
 ,4565,"{'down': 'false', 'east': 'false', 'north': 'false', 'south': 'false', 'up': 'true', 'west': 'true'}"
 ,4566,"{'down': 'false', 'east': 'false', 'north': 'false', 'south': 'false', 'up': 'true', 'west': 'false'}"
 ,4567,"{'down': 'false', 'east': 'false', 'north': 'false', 'south': 'false', 'up': 'false', 'west': 'true'}"
 ,4568,"{'down': 'false', 'east': 'false', 'north': 'false', 'south': 'false', 'up': 'false', 'west': 'false'}"
minecraft:red_mushroom_block,4569,"{'down': 'true', 'east': 'true', 'north': 'true', 'south': 'true', 'up': 'true', 'west': 'true'}"
 ,4570,"{'down': 'true', 'east': 'true', 'north': 'true', 'south': 'true', 'up': 'true', 'west': 'false'}"
 ,4571,"{'down': 'true', 'east': 'true', 'north': 'true', 'south': 'true', 'up': 'false', 'west': 'true'}"
 ,4572,"{'down': 'true', 'east': 'true', 'north': 'true', 'south': 'true', 'up': 'false', 'west': 'false'}"
 ,4573,"{'down': 'true', 'east': 'true', 'north': 'true', 'south': 'false', 'up': 'true', 'west': 'true'}"
 ,4574,"{'down': 'true', 'east': 'true', 'north': 'true', 'south': 'false', 'up': 'true', 'west': 'false'}"
 ,4575,"{'down': 'true', 'east': 'true', 'north': 'true', 'south': 'false', 'up': 'false', 'west': 'true'}"
 ,4576,"{'down': 'true', 'east': 'true', 'north': 'true', 'south': 'false', 'up': 'false', 'west': 'false'}"
 ,4577,"{'down': 'true', 'east': 'true', 'north': 'false', 'south': 'true', 'up': 'true', 'west': 'true'}"
 ,4578,"{'down': 'true', 'east': 'true', 'north': 'false', 'south': 'true', 'up': 'true', 'west': 'false'}"
 ,4579,"{'down': 'true', 'east': 'true', 'north': 'false', 'south': 'true', 'up': 'false', 'west': 'true'}"
 ,4580,"{'down': 'true', 'east': 'true', 'north': 'false', 'south': 'true', 'up': 'false', 'west': 'false'}"
 ,4581,"{'down': 'true', 'east': 'true', 'north': 'false', 'south': 'false', 'up': 'true', 'west': 'true'}"
 ,4582,"{'down': 'true', 'east': 'true', 'north': 'false', 'south': 'false', 'up': 'true', 'west': 'false'}"
 ,4583,"{'down': 'true', 'east': 'true', 'north': 'false', 'south': 'false', 'up': 'false', 'west': 'true'}"
 ,4584,"{'down': 'true', 'east': 'true', 'north': 'false', 'south': 'false', 'up': 'false', 'west': 'false'}"
 ,4585,"{'down': 'true', 'east': 'false', 'north': 'true', 'south': 'true', 'up': 'true', 'west': 'true'}"
 ,4586,"{'down': 'true', 'east': 'false', 'north': 'true', 'south': 'true', 'up': 'true', 'west': 'false'}"
 ,4587,"{'down': 'true', 'east': 'false', 'north': 'true', 'south': 'true', 'up': 'false', 'west': 'true'}"
 ,4588,"{'down': 'true', 'east': 'false', 'north': 'true', 'south': 'true', 'up': 'false', 'west': 'false'}"
 ,4589,"{'down': 'true', 'east': 'false', 'north': 'true', 'south': 'false', 'up': 'true', 'west': 'true'}"
 ,4590,"{'down': 'true', 'east': 'false', 'north': 'true', 'south': 'false', 'up': 'true', 'west': 'false'}"
 ,4591,"{'down': 'true', 'east': 'false', 'north': 'true', 'south': 'false', 'up': 'false', 'west': 'true'}"
 ,4592,"{'down': 'true', 'east': 'false', 'north': 'true', 'south': 'false', 'up': 'false', 'west': 'false'}"
 ,4593,"{'down': 'true', 'east': 'false', 'north': 'false', 'south': 'true', 'up': 'true', 'west': 'true'}"
 ,4594,"{'down': 'true', 'east': 'false', 'north': 'false', 'south': 'true', 'up': 'true', 'west': 'false'}"
 ,4595,"{'down': 'true', 'east': 'false', 'north': 'false', 'south': 'true', 'up': 'false', 'west': 'true'}"
 ,4596,"{'down': 'true', 'east': 'false', 'north': 'false', 'south': 'true', 'up': 'false', 'west': 'false'}"
 ,4597,"{'down': 'true', 'east': 'false', 'north': 'false', 'south': 'false', 'up': 'true', 'west': 'true'}"
 ,4598,"{'down': 'true', 'east': 'false', 'north': 'false', 'south': 'false', 'up': 'true', 'west': 'false'}"
 ,4599,"{'down': 'true', 'east': 'false', 'north': 'false', 'south': 'false', 'up': 'false', 'west': 'true'}"
 ,4600,"{'down': 'true', 'east': 'false', 'north': 'false', 'south': 'false', 'up': 'false', 'west': 'false'}"
 ,4601,"{'down': 'false', 'east': 'true', 'north': 'true', 'south': 'true', 'up': 'true', 'west': 'true'}"
